OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD
676,B1325,MD264-.20 MI S OF MD2,Calvert County,4905049024,B1325_N,2,747,15,35,6,AM,942,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,41,,138,-76.53842045,38.49789976
677,B2786,MD182-.10 MI S BONIFANT RD,Montgomery County,2266722535,B2786_N,1,1564,26,95,11,AM,1941,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,106,,245,-77.04454265,39.08921897
678,B2784,MD182-.10 MI N OF MD97,Montgomery County,2258023363,B2784_N,4,828,14,49,4,AM,1002,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,53,,104,-77.05073938,39.06166419
679,B2772,MD121-.20 MI S OF IS270,Montgomery County,2279422740,B2772_N,2,385,8,41,11,AM,563,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,52,,118,-77.28759232,39.22995966
680,B2766,MD118-.50 MI N OF MD28,Montgomery County,2314623140,B2766_N,2,416,1,23,4,AM,503,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,58,-77.29853969,39.11640201
681,P0005,US 301 South of MD 227 (ATR#05),Charles County,4706447271,P0005_N,2,2266,35,153,112,AM,3172,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,265,P,604,-76.96268842,38.57790088
682,B2825,MD191-.10 MI S OF MD355,Montgomery County,2203623422,B2825_N,8,1945,9,71,57,AM,2247,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,128,,159,-77.09227903,38.97767425
683,B1522,MD31-.70 MI E OF MEDFORD RD,Carroll County,4804248129,B1522_E,0,505,2,69,47,AM,774,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,116,,151,-77.04455122,39.55462909
684,B020061,MD295-.60 MI S OF MD100,Anne Arundel County,4554445525,B020061_N,10,8556,64,222,41,AM,10037,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,263,,1145,-76.7373722,39.16332778
685,B080111,MD5-.10 MI S OF RENNER RD,Charles County,4710247051,B080111_N,18,2883,50,174,49,AM,3947,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,223,,774,-76.87460176,38.60668509
686,B1306,MD2-.50 MI N OF MD506,Calvert County,4902149020,B1306_N,17,3716,19,148,52,AM,4846,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,200,,895,-76.5692729,38.51637929
687,B020079,IS595-.10 MI E OF STRUC #2027 PATUXENT RIVER RD,Anne Arundel County,4553045730,B020079_E,11,5282,74,304,240,AM,6757,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,544,,847,-76.67729835,38.95600406
688,B020096,GAMBRILLS RD-.10 MI S OF NEW CUT RD,Anne Arundel County,4582645653,B020096_N,2,462,1,9,4,AM,553,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,13,,76,-76.65405723,39.1031039
689,B060095,MD140-.10 MI N OF BALTIMORE CO/L,Carroll County,4803048029,B060095_N,2,2155,25,187,114,AM,2858,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,301,,375,-76.87067162,39.48937636
690,B1304,MD2-.10 MI S OF MD264,Calvert County,4902549024,B1304_N,10,2656,19,151,32,AM,3553,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,183,,687,-76.535664,38.49962372
691,B150052,IS495-.10 MI E OF STRUC #15105(PERSIMMON TREE RD),Montgomery County,2255622611,B150052_E,35,19523,143,664,426,AM,23451,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1090,,2661,-77.17084505,38.9819669
692,B020080,MD100-.30 MI E OF MD3BU,Anne Arundel County,4568145859,B020080_E,4,2924,31,118,43,AM,3629,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,161,,511,-76.62768169,39.14140072
693,B3217,MD212-.10 MI S OF CHERRY HILL RD,Prince George's County,2725926263,B3217_N,1,1477,41,62,9,AM,1779,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,191,-76.94807728,39.038261
694,B150049,MD384-.10 MI E OF MD410,Montgomery County,2210322172,B150049_E,8,1448,56,119,12,AM,1741,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,131,,98,-77.03071571,38.99440188
695,B2760,MD112-.10 MI E OF MD190,Montgomery County,2221023155,B2760_E,0,118,0,9,1,AM,147,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,19,-77.32572714,39.07909739
696,B020063,MD32AA-.10 MI W OF S BURNS CROSSING RD,Anne Arundel County,4583345648,B020063_E,5,1051,3,42,7,AM,1295,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,49,,188,-76.68063435,39.07991512
697,B020062,MD 2-.20 MI N OF MD10,Anne Arundel County,4577545637,B020062_N,1,403,2,45,16,AM,565,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,61,,99,-76.58097016,39.116627
698,B160114,MD198-.10 MI E OF VAN DUSEN RD,Prince George's County,2627727416,B160114_E,4,2189,13,121,42,AM,2543,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,163,,175,-76.86920523,39.10262231
699,P0039,IS 95 South of MD 103 (ATR#39),Howard County,4415144154,P0039_N,15,15003,328,821,917,AM,19481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1738,P,2398,-76.77332761,39.19058168
700,B2768,MD118-.10 MI N OF MD117,Montgomery County,2229722831,B2768_N,2,923,7,17,7,AM,1052,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,97,-77.28227729,39.16420561
701,B2888,MD396-1.0 MI W OF WASH DC LINE,Montgomery County,2342622022,B2888_E,8,1452,13,71,38,AM,1757,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,109,,175,-77.11329135,38.95983656
702,B2802,MD187-.50 MI W OF MD355,Montgomery County,2204223439,B2802_N,3,1501,27,51,7,AM,1684,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,58,,96,-77.1016465,38.98920718
703,B3238,MD295-.40 MI N OF MD193,Prince George's County,2689626899,B3238_N,15,8573,77,163,11,AM,10075,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,174,,1237,-76.87360963,38.99694111
704,B150029,E JEFFERSON ST-.10 MI N OF MONTROSE RD,Montgomery County,2233923472,B150029_N,2,1271,20,33,10,AM,1415,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,43,,81,-77.12609325,39.05411674
705,B160004,OLD BALTIMORE PIKE-.10 MI S OF AMMENDALE RD,Prince George's County,2803227380,B160004_N,1,1054,35,136,21,AM,1541,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,157,,295,-76.89176032,39.04754155
706,B1338,MD4-.10 MI N OF MD262,Calvert County,4900549002,B1338_N,7,3487,50,123,42,AM,4492,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,165,,785,-76.6097005,38.6638554
707,B150030,GREAT SENECA HWY-.10 MI S OF MD28,Montgomery County,2324122272,B150030_N,3,727,3,57,6,AM,865,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,63,,71,-77.20558121,39.1021192
708,B3327,SUITLAND PKWY-.20 MI E OF MD5,Prince George's County,2656926570,B3327_E,2,894,9,14,2,AM,1052,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,132,-76.95231336,38.8522325
709,P0007,MD 140 North of Patapsco River Bridge (ATR#07),Carroll County,4803048029,P0007_N,3,2000,21,176,108,AM,2667,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,284,P,359,-76.87047912,39.48935057
710,B150040,BALTIMORE RD-.20 MI N OF TWINBROOK PKWY,Montgomery County,2237323338,B150040_E,3,1334,3,98,17,AM,1540,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,115,,87,-77.11617698,39.08713916
711,B160007,OAK GROVE RD-.10 MI E OF MD193,Prince George's County,2670326942,B160007_E,0,165,3,9,8,AM,220,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,17,,37,-76.77949012,38.87696316
712,B160008,OLD FORT RD-.10 MI W OF MD210,Prince George's County,2679226788,B160008_E,0,146,2,13,3,AM,193,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,29,-76.99467535,38.75666987
713,B160026,KENHILL DR-.10 MI N OF MD197,Prince George's County,2638527527,B160026_N,2,511,11,11,0,AM,639,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,106,-76.74388683,38.95753029
714,B160102,OLD MARLBORO PIKE-.10 MI S OF MD4,Prince George's County,2789126313,B160102_N,1,117,15,49,18,AM,277,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,67,,77,-76.86170815,38.83557949
715,B3672,MD237-.10 MI S OF MD235,St Mary's County,4959449512,B3672_N,2,1757,25,71,2,AM,2163,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,73,,307,-76.4941206,38.29007577
716,B160038,PAINT BRANCH PKWY-.20 MI S OF US1,Prince George's County,2609426078,B160038_N,1,1312,54,81,7,AM,1682,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,88,,228,-76.93310755,38.98645719
717,B160024,CHAPEL FORGE DR-.10 MI S OF OLD CHAPEL RD,Prince George's County,2753327530,B160024_N,0,122,3,4,0,AM,149,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,20,-76.74461446,38.9896453
718,B3641,MD242-.50 MI S OF MD234,St Mary's County,4956149540,B3641_N,4,514,12,64,9,AM,846,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,73,,244,-76.73192811,38.32023112
719,B150108,TOWER OAK S BLVD-.20 MI N OF MONTROSE RD,Montgomery County,2264523475,B150108_N,4,322,2,16,2,AM,376,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,32,-77.1514233,39.05792355
720,B160002,MONTGOMERY RD-.10 MI S OF 34TH PL,Prince George's County,2726128030,B160002_N,0,332,7,18,2,AM,408,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,50,-76.92520028,39.04694679
721,B160091,CEDARVILLE RD-.20 MI E OF US301,Prince George's County,2673326939,B160091_E,0,47,1,12,2,AM,74,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,13,-76.87089493,38.66459968
722,B160043,CHERRYWOOD LA-.10 MI S OF MD201,Prince George's County,2792826329,B160043_N,1,492,19,27,0,AM,589,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,51,-76.89405805,39.01103092
723,B2894,MD410-.70 MI W OF US29,Montgomery County,2210222103,B2894_E,9,1719,54,43,11,AM,1978,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,143,-77.03540938,38.99449403
724,B2842,MD198-.20 MI W OF US29A,Montgomery County,2251922539,B2842_E,21,2614,5,98,62,AM,3255,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,160,,456,-76.93506809,39.1094955
725,P0055,IS 95 North of Good Luck Rd (ATR#55),Prince George's County,2657726556,P0055_N,20,17751,285,905,604,AM,22930,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1509,P,3365,-76.87404807,38.97883753
726,B0621,MD2-.20 MI S OF MD170,Anne Arundel County,4586745703,B0621_N,7,2418,20,89,40,AM,2946,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,129,,374,-76.61231863,39.23147936
727,B3210,MD212-.10 MI S OF SARGENT RD,Prince George's County,2603426033,B3210_N,1,1054,31,27,7,AM,1293,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,174,-76.98557834,38.96850523
728,B1520,MD31-.10 MI E OF MD407,Carroll County,4803948041,B1520_E,3,254,5,27,10,AM,372,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,,75,-77.1082142,39.51786059
729,B1336,MD2-.40 MI S OF MD760,Calvert County,4903349032,B1336_N,4,1478,8,110,30,AM,2027,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,140,,397,-76.448608,38.36989293
730,B1319,MD263-.50 MI E OF MD2,Calvert County,4901549059,B1319_E,1,224,3,30,6,AM,352,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,36,,89,-76.5983874,38.58820895
731,B3600,MD5-1.0 MI S OF MD235,St Mary's County,4964449502,B3600_N,1,41,4,7,1,AM,79,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,26,-76.36539299,38.10406181
732,B160006,BRIGHTSEAT RD-.20 MI N OF MD202,Prince George's County,2618927818,B160006_N,1,1086,30,55,5,AM,1349,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,60,,173,-76.86021809,38.91926201
733,B3216,MD212-.20 MI S OF IS495,Prince George's County,2731926022,B3216_N,1,1292,50,42,4,AM,1584,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,197,-76.96456694,39.01584928
734,B1309,MD2-.10 MI N OF MD263,Calvert County,4901549014,B1309_N,4,3367,69,173,52,AM,4468,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,225,,804,-76.6079341,38.58628404
735,B080099,WESTERN PKWY-.10 MI N OF MD228,Charles County,4723847237,B080099_N,2,573,27,31,3,AM,739,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,103,-76.91635745,38.6311301
736,B1736,MD234-.20 MI W OF ST MARYS CO/L,Charles County,4701047003,B1736_E,2,405,7,30,26,AM,588,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,56,,119,-76.84990081,38.40802911
737,B3223,MD214-.30 MI W OF US301,Prince George's County,2718527183,B3223_E,2,1473,30,77,34,AM,1842,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,111,,227,-76.72351692,38.89942028
738,B3234,MD295-.50 MI N OF US50,Prince George's County,2692526907,B3234_N,14,7389,82,87,14,AM,8638,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,101,,1053,-76.93068925,38.9235708
739,B160109,CRITTENDEN ST-.10 MI W OF US1,Prince George's County,2751226086,B160109_E,4,350,3,15,1,AM,441,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,68,-76.9454678,38.94811565
740,B3200,MD208-.10 MI S OF MD500,Prince George's County,2734626053,B3200_N,2,1428,18,45,3,AM,1864,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,48,,369,-76.96065398,38.95504868
741,B2512,US29-.80 MI S OF IS70,Howard County,4404144043,B2512_N,18,7288,98,527,120,AM,9275,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,647,,1224,-76.82386394,39.28479043
742,B2804,MD187-.15 MI S OF IS495,Montgomery County,2206922309,B2804_N,1,2567,46,89,8,AM,2863,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,97,,153,-77.11771325,39.01368262
743,B160003,MUIRKIRK RD-.10 MI W OF ODELL RD,Prince George's County,2738526315,B160003_N,1,850,15,42,7,AM,1072,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,49,,158,-76.85564031,39.0558446
744,B1735,MD234-.10 MI E OF PENNS HILL RD,Charles County,4700847009,B1735_E,3,381,5,18,35,AM,557,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,53,,116,-76.92729358,38.41970006
745,B1979,MD144FA-.10 MI E OF EAST ST,Frederick County,4253842251,B1979_E,2,392,12,36,4,AM,565,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,120,-77.40334754,39.41370091
746,B0687,MD177-.10 MI W OF MD607,Anne Arundel County,4577745782,B0687_E,1,775,20,61,5,AM,1010,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,66,,150,-76.5246907,39.12366134
747,B0717,MD295-.30 MI N OF MD100,Anne Arundel County,4552445668,B0717_N,8,8576,96,251,73,AM,10296,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,324,,1293,-76.72619574,39.17518558
748,B020081,MD2-.10 MI S OF JONES STATION RD,Anne Arundel County,4560345792,B020081_N,8,4764,50,306,72,AM,6249,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,378,,1050,-76.52732843,39.05723321
749,B150044,WOOTTEN PKWY-.10 MI W OF MD189,Montgomery County,2324922254,B150044_E,1,2424,2,100,36,AM,2849,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,136,,287,-77.17178349,39.07036501
750,B1308,MD2-.50 MI N OF MD231,Calvert County,4901949018,B1308_N,5,3225,51,218,63,AM,4534,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,281,,972,-76.58880583,38.54410587
751,P0006,MD 4 North of Patuxent River Bridge (ATR#06),Prince George's County,2624127198,P0006_N,8,6044,38,502,77,AM,8427,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,579,P,1757,-76.72194748,38.81279507
752,B3116,MD4-.30 MI S OF MD223,Prince George's County,2667427191,B3116_N,37,6634,75,287,72,AM,8416,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,359,,1312,-76.81929476,38.81225542
753,B080086,POST OFFICE RD-.30 MI N OF ST. CHARLES PKWY,Charles County,4720247288,B080086_N,3,809,17,38,2,AM,1072,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,205,-76.90246221,38.60816503
754,B3117,MD4-.30 MI N OF MD223,Prince George's County,2705427053,B3117_N,35,9715,56,493,50,AM,11447,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,543,,1099,-76.83028815,38.81579394
755,B3601,MD5-.10 MI S OF BAUER RD,St Mary's County,4957449506,B3601_N,3,279,7,27,3,AM,391,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,30,,73,-76.41429326,38.17836426
756,B160039,COLUMBIA PARK RD-.10 MI E OF US50,Prince George's County,2665326655,B160039_E,4,1176,48,114,29,AM,1605,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,143,,235,-76.91492413,38.91664858
757,B020048,PINEY ORCHARD PKWY-.10 MI S OF MD175,Anne Arundel County,4583145650,B020048_N,22,3610,6,95,16,AM,4291,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,111,,543,-76.69936643,39.08592546
758,B2559,MD144A-.20 MI E OF MD32,Howard County,4407644219,B2559_E,1,591,12,40,5,AM,755,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,107,-76.94969936,39.30182563
759,P0003,MD 17 North of US 40AL (ATR#03),Frederick County,4238942533,P0003_N,0,195,13,18,1,AM,279,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,P,51,-77.53621985,39.45613975
760,B160049,40TH PL-.10 MI S OF GALLATIN ST,Prince George's County,2751226064,B160049_N,0,357,11,15,3,AM,460,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,74,-76.94841869,38.9514221
761,B100024,WILLOWDALE DR-.10 MI N OF US40,Frederick County,4233442335,B100024_N,1,470,16,24,4,AM,578,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,28,,63,-77.45017267,39.41972723
762,B0800,MD2-.10 MI S OF MD214,Anne Arundel County,4588745572,B0800_N,6,1821,29,132,121,AM,2633,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,253,,524,-76.56861369,38.92516303
763,B130067,MD100-.10 MI W OF MD100J (LONG GATE PKWY),Howard County,4416344190,B130067_E,9,9919,58,421,116,AM,12104,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,537,,1582,-76.81847079,39.24833644
764,B3283,MD450-.20 MI W OF MD193,Prince George's County,2636426348,B3283_E,3,1398,27,63,11,AM,1709,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,74,,208,-76.80069498,38.95966502
765,B100012,DILL AVE-.10 MI E OF ROSEMONT AVE,Frederick County,4232242302,B100012_E,2,321,0,22,1,AM,399,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,23,,54,-77.4180744,39.4197978
766,B150103,GUE RD-.10 MI W OF LONG CORNER RD,Montgomery County,2309644004,B150103_E,0,49,0,3,1,AM,64,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,12,-77.16689758,39.29997557
767,B3616,MD6-.10 MI E OF MD5,St Mary's County,4955549638,B3616_E,0,76,5,7,2,AM,124,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,9,,35,-76.77224111,38.47334896
768,P0038,MD 100 West of Oakwood Rd (ATR#38),Anne Arundel County,4568145859,P0038_E,7,3754,61,261,52,AM,4925,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,313,P,790,-76.62675434,39.14073479
769,B150077,CLARA BARTON PKWY-.20 MI N OF WASHINGTON DC/L,Montgomery County,2067822018,B150077_N,0,3,0,1,1,AM,5,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,2,,1,-77.11934685,38.9385323
770,B3649,MD245-.50 MI N OF MD5,St Mary's County,4952849608,B3649_N,4,747,20,51,4,AM,999,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,55,,174,-76.63309613,38.30406608
771,B3136,US50-.20 MI E OF MD201,Prince George's County,2693126656,B3136_E,8,3983,129,275,149,AM,5370,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,424,,827,-76.92906532,38.91794397
772,B3209,MD212-.10 MI N OF WASH DC LINE,Prince George's County,2093926035,B3209_N,2,977,19,24,10,AM,1150,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,118,-76.99552561,38.96187518
773,B1741,MD257-.50 MI S OF BANKS O DEE RD,Charles County,4712947130,B1741_N,1,518,7,3,3,AM,637,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,6,,107,-76.91566939,38.33007986
774,B2046,MD550-.30 MI N OF MD194,Frederick County,4209242405,B2046_N,0,100,9,29,5,AM,184,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,43,-77.31825535,39.54070318
775,B0617,MD2-.10 MI N OF MD270,Anne Arundel County,4562445716,B0617_N,2,1358,11,130,25,AM,1975,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,155,,450,-76.61283995,39.18309786
776,B1302,MD2-.50 MI N OF MD497,Calvert County,4903149030,B1302_N,13,2080,11,121,27,AM,2803,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,148,,553,-76.43829491,38.39574928
777,B0608,MD2-.10 MI N OF MD 648D(BALTO ANNAPOLIS BLVD),Anne Arundel County,4559645796,B0608_N,1,4143,47,250,73,AM,5339,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,323,,827,-76.50807861,39.03432129
778,B020088,MD178A-.10 MI S OF VETERANS HWY,Anne Arundel County,4585045856,B020088_N,2,271,15,28,3,AM,413,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,31,,95,-76.63056988,39.07182462
779,B160023,SPRINGFIELD RD-.10 MI N OF MD564,Prince George's County,2636027470,B160023_N,3,249,7,8,2,AM,293,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,25,-76.80220213,38.99824736
780,B1514,MD30BU-.10 MI S OF MD88/HOUCKSVILLE RD,Carroll County,4805648055,B1514_N,1,574,20,46,5,AM,773,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,51,,128,-76.84867144,39.60128551
