OBJECTID_1,Join_Count,nearest_metro_distance,TARGET_FID,OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD,X,Y,OBJECTID_12,NAME,State,Jurisdiction,LINE,Year,Parking,Network_Node,WEB_URL
689,1,0.465102686344931,689,689,B060095,MD140-.10 MI N OF BALTIMORE CO/L,Carroll County,4803048029.000000000000000,B060095_N,2,2155,25,187,114,AM,2858,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,301,,375,-76.870671619999996,39.489376360000001,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
690,1,0.498933228603768,690,690,B1304,MD2-.10 MI S OF MD264,Calvert County,4902549024.000000000000000,B1304_N,10,2656,19,151,32,AM,3553,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,183,,687,-76.535663999999997,38.499623720000002,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
691,1,0.069554455716678,691,691,B150052,IS495-.10 MI E OF STRUC #15105(PERSIMMON TREE RD),Montgomery County,2255622611.000000000000000,B150052_E,35,19523,143,664,426,AM,23451,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1090,,2661,-77.170845049999997,38.981966900000003,-77.210083644408158,38.924537334051848,90,McLean,Virginia,Fairfax County,Silver,2014,,8087,https://www.wmata.com/rider-guide/stations/mclean.cfm?y=35
692,1,0.311689914781264,692,692,B020080,MD100-.30 MI E OF MD3BU,Anne Arundel County,4568145859.000000000000000,B020080_E,4,2924,31,118,43,AM,3629,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,161,,511,-76.627681690000003,39.141400720000000,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
693,1,0.045738324742780,693,693,B3217,MD212-.10 MI S OF CHERRY HILL RD,Prince George's County,2725926263.000000000000000,B3217_N,1,1477,41,62,9,AM,1779,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,71,,191,-76.948077280000007,39.038260999999999,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
694,1,0.000921866208328,694,694,B150049,MD384-.10 MI E OF MD410,Montgomery County,2210322172.000000000000000,B150049_E,8,1448,56,119,12,AM,1741,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,131,,98,-77.030715709999996,38.994401879999998,-77.031455640609295,38.993852025920170,9,Silver Spring,Maryland,Montgomery County,Red,1978,Y,8023,https://www.wmata.com/rider-guide/stations/silver-spring.cfm?y=35
695,1,0.132129132222448,695,695,B2760,MD112-.10 MI E OF MD190,Montgomery County,2221023155.000000000000000,B2760_E,0,118,0,9,1,AM,147,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,10,,19,-77.325727139999998,39.079097390000001,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
696,1,0.232515931480293,696,696,B020063,MD32AA-.10 MI W OF S BURNS CROSSING RD,Anne Arundel County,4583345648.000000000000000,B020063_E,5,1051,3,42,7,AM,1295,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,49,,188,-76.680634350000005,39.079915120000003,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
697,1,0.336441288636171,697,697,B020062,MD 2-.20 MI N OF MD10,Anne Arundel County,4577545637.000000000000000,B020062_N,1,403,2,45,16,AM,565,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,61,,99,-76.580970160000007,39.116627000000001,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
698,1,0.100610094235425,698,698,B160114,MD198-.10 MI E OF VAN DUSEN RD,Prince George's County,2627727416.000000000000000,B160114_E,4,2189,13,121,42,AM,2543,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,163,,175,-76.869205230000006,39.102622310000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
699,1,0.226249125190289,699,699,P0039,IS 95 South of MD 103 (ATR#39),Howard County,4415144154.000000000000000,P0039_N,15,15003,328,821,917,AM,19481,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1738,P,2398,-76.773327609999996,39.190581680000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
700,1,0.125802399015971,700,700,B2768,MD118-.10 MI N OF MD117,Montgomery County,2229722831.000000000000000,B2768_N,2,923,7,17,7,AM,1052,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,24,,97,-77.282277289999996,39.164205610000003,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
701,1,0.028291137292952,701,701,B2888,MD396-1.0 MI W OF WASH DC LINE,Montgomery County,2342622022.000000000000000,B2888_E,8,1452,13,71,38,AM,1757,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,109,,175,-77.113291349999997,38.959836559999999,-77.085002231974102,38.959498547980502,36,Friendship Heights,District of Columbia,District of Columbia,Red,1984,,8008,https://www.wmata.com/rider-guide/stations/friendship-hghts.cfm?y=35
702,1,0.008972603625414,702,702,B2802,MD187-.50 MI W OF MD355,Montgomery County,2204223439.000000000000000,B2802_N,3,1501,27,51,7,AM,1684,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,58,,96,-77.101646500000001,38.989207180000001,-77.094042274523346,38.984444473109917,43,Bethesda,Maryland,Montgomery County,Red,1984,Y,8007,https://www.wmata.com/rider-guide/stations/bethesda.cfm?y=35
703,1,0.040207592552529,703,703,B3238,MD295-.40 MI N OF MD193,Prince George's County,2689626899.000000000000000,B3238_N,15,8573,77,163,11,AM,10075,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,174,,1237,-76.873609630000004,38.996941110000002,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
704,1,0.009860368728126,704,704,B150029,E JEFFERSON ST-.10 MI N OF MONTROSE RD,Montgomery County,2233923472.000000000000000,B150029_N,2,1271,20,33,10,AM,1415,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,43,,81,-77.126093249999997,39.054116739999998,-77.120841093775425,39.062461901833686,39,Twinbrook,Maryland,Montgomery County,Red,1984,Y,8003,https://www.wmata.com/rider-guide/stations/twinbrook.cfm?y=35
705,1,0.041218325506808,705,705,B160004,OLD BALTIMORE PIKE-.10 MI S OF AMMENDALE RD,Prince George's County,2803227380.000000000000000,B160004_N,1,1054,35,136,21,AM,1541,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,157,,295,-76.891760320000003,39.047541549999998,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
706,1,0.333485243780486,706,706,B1338,MD4-.10 MI N OF MD262,Calvert County,4900549002.000000000000000,B1338_N,7,3487,50,123,42,AM,4492,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,165,,785,-76.609700500000002,38.663855400000003,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
707,1,0.044802301555950,707,707,B150030,GREAT SENECA HWY-.10 MI S OF MD28,Montgomery County,2324122272.000000000000000,B150030_N,3,727,3,57,6,AM,865,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,63,,71,-77.205581210000005,39.102119199999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
708,1,0.004669684439686,708,708,B3327,SUITLAND PKWY-.20 MI E OF MD5,Prince George's County,2656926570.000000000000000,B3327_E,2,894,9,14,2,AM,1052,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,132,-76.952313360000005,38.852232500000000,-76.956830549373578,38.851048879592391,71,Naylor Road,Maryland,Prince George's County,Green,2001,Y,8043,https://www.wmata.com/rider-guide/stations/naylor-rd.cfm?y=35
709,1,0.465154740234206,709,709,P0007,MD 140 North of Patapsco River Bridge (ATR#07),Carroll County,4803048029.000000000000000,P0007_N,3,2000,21,176,108,AM,2667,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,284,P,359,-76.870479119999999,39.489350569999999,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
710,1,0.025114159786925,710,710,B150040,BALTIMORE RD-.20 MI N OF TWINBROOK PKWY,Montgomery County,2237323338.000000000000000,B150040_E,3,1334,3,98,17,AM,1540,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,115,,87,-77.116176980000006,39.087139160000000,-77.120841093775425,39.062461901833686,39,Twinbrook,Maryland,Montgomery County,Red,1984,Y,8003,https://www.wmata.com/rider-guide/stations/twinbrook.cfm?y=35
711,1,0.069231541108764,711,711,B160007,OAK GROVE RD-.10 MI E OF MD193,Prince George's County,2670326942.000000000000000,B160007_E,0,165,3,9,8,AM,220,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,17,,37,-76.779490120000006,38.876963160000003,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
712,1,0.082476611494541,712,712,B160008,OLD FORT RD-.10 MI W OF MD210,Prince George's County,2679226788.000000000000000,B160008_E,0,146,2,13,3,AM,193,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,29,-76.994675349999994,38.756669870000003,-77.053756057217640,38.814218644635183,74,Braddock Road,Virginia,Alexandria,"Blue, Yellow",1983,,8051,https://www.wmata.com/rider-guide/stations/braddock-rd.cfm?y=35
713,1,0.115644360568963,713,713,B160026,KENHILL DR-.10 MI N OF MD197,Prince George's County,2638527527.000000000000000,B160026_N,2,511,11,11,0,AM,639,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,11,,106,-76.743886829999994,38.957530290000001,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
714,1,0.051255478100375,714,714,B160102,OLD MARLBORO PIKE-.10 MI S OF MD4,Prince George's County,2789126313.000000000000000,B160102_N,1,117,15,49,18,AM,277,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,67,,77,-76.861708149999998,38.835579490000001,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
715,1,0.680465355046318,715,715,B3672,MD237-.10 MI S OF MD235,St Mary's County,4959449512.000000000000000,B3672_N,2,1757,25,71,2,AM,2163,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,73,,307,-76.494120600000002,38.290075770000001,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
716,1,0.009133011224032,716,716,B160038,PAINT BRANCH PKWY-.20 MI S OF US1,Prince George's County,2609426078.000000000000000,B160038_N,1,1312,54,81,7,AM,1682,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,88,,228,-76.933107550000003,38.986457190000003,-76.928255534076683,38.978719629570470,1,College Park-U of MD,Maryland,Prince George's County,"Green, Yellow",1993,Y,8028,https://www.wmata.com/rider-guide/stations/college-park.cfm?y=35
717,1,0.133845702348082,717,717,B160024,CHAPEL FORGE DR-.10 MI S OF OLD CHAPEL RD,Prince George's County,2753327530.000000000000000,B160024_N,0,122,3,4,0,AM,149,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,4,,20,-76.744614459999994,38.989645299999999,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
718,1,0.537826775049488,718,718,B3641,MD242-.50 MI S OF MD234,St Mary's County,4956149540.000000000000000,B3641_N,4,514,12,64,9,AM,846,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,73,,244,-76.731928109999998,38.320231120000003,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
719,1,0.026918411035453,719,719,B150108,TOWER OAK S BLVD-.20 MI N OF MONTROSE RD,Montgomery County,2264523475.000000000000000,B150108_N,4,322,2,16,2,AM,376,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,32,-77.151423300000005,39.057923549999998,-77.146145376519499,39.084319466496197,38,Rockville,Maryland,Montgomery County,Red,1984,Y,8002,https://www.wmata.com/rider-guide/stations/rockville.cfm?y=35
720,1,0.038390877665354,720,720,B160002,MONTGOMERY RD-.10 MI S OF 34TH PL,Prince George's County,2726128030.000000000000000,B160002_N,0,332,7,18,2,AM,408,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,50,-76.925200279999999,39.046946790000000,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
721,1,0.167515304686288,721,721,B160091,CEDARVILLE RD-.20 MI E OF US301,Prince George's County,2673326939.000000000000000,B160091_E,0,47,1,12,2,AM,74,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,13,-76.870894930000006,38.664599680000002,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
722,1,0.017147543710049,722,722,B160043,CHERRYWOOD LA-.10 MI S OF MD201,Prince George's County,2792826329.000000000000000,B160043_N,1,492,19,27,0,AM,589,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,27,,51,-76.894058049999998,39.011030920000003,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
723,1,0.004005523837913,723,723,B2894,MD410-.70 MI W OF US29,Montgomery County,2210222103.000000000000000,B2894_E,9,1719,54,43,11,AM,1978,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,143,-77.035409380000004,38.994494029999998,-77.031455640609295,38.993852025920170,9,Silver Spring,Maryland,Montgomery County,Red,1978,Y,8023,https://www.wmata.com/rider-guide/stations/silver-spring.cfm?y=35
724,1,0.101152766496142,724,724,B2842,MD198-.20 MI W OF US29A,Montgomery County,2251922539.000000000000000,B2842_E,21,2614,5,98,62,AM,3255,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,160,,456,-76.935068090000001,39.109495500000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
725,1,0.030954152638592,725,725,P0055,IS 95 North of Good Luck Rd (ATR#55),Prince George's County,2657726556.000000000000000,P0055_N,20,17751,285,905,604,AM,22930,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1509,P,3365,-76.874048070000001,38.978837530000000,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
726,1,0.371290812460941,726,726,B0621,MD2-.20 MI S OF MD170,Anne Arundel County,4586745703.000000000000000,B0621_N,7,2418,20,89,40,AM,2946,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,129,,374,-76.612318630000004,39.231479360000002,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
727,1,0.020841124897978,727,727,B3210,MD212-.10 MI S OF SARGENT RD,Prince George's County,2603426033.000000000000000,B3210_N,1,1054,31,27,7,AM,1293,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,174,-76.985578340000004,38.968505229999998,-76.969634527745896,38.955083332010695,13,West Hyattsville,Maryland,Prince George's County,"Green, Yellow",1993,Y,8030,https://www.wmata.com/rider-guide/stations/west-hyattsville.cfm?y=35
728,1,0.401827512982692,728,728,B1520,MD31-.10 MI E OF MD407,Carroll County,4803948041.000000000000000,B1520_E,3,254,5,27,10,AM,372,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,37,,75,-77.108214200000006,39.517860589999998,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
729,1,0.651024207841632,729,729,B1336,MD2-.40 MI S OF MD760,Calvert County,4903349032.000000000000000,B1336_N,4,1478,8,110,30,AM,2027,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,140,,397,-76.448607999999993,38.369892929999999,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
730,1,0.394318489804043,730,730,B1319,MD263-.50 MI E OF MD2,Calvert County,4901549059.000000000000000,B1319_E,1,224,3,30,6,AM,352,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,36,,89,-76.598387399999993,38.588208950000002,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
731,0,-1.000000000000000,731,731,B3600,MD5-1.0 MI S OF MD235,St Mary's County,4964449502.000000000000000,B3600_N,1,41,4,7,1,AM,79,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,8,,26,-76.365392990000004,38.104061809999997,,,,,,,,,,,
732,1,0.024351537436663,732,732,B160006,BRIGHTSEAT RD-.20 MI N OF MD202,Prince George's County,2618927818.000000000000000,B160006_N,1,1086,30,55,5,AM,1349,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,60,,173,-76.860218090000004,38.919262009999997,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
733,1,0.051268637618006,733,733,B3216,MD212-.20 MI S OF IS495,Prince George's County,2731926022.000000000000000,B3216_N,1,1292,50,42,4,AM,1584,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,197,-76.964566939999997,39.015849279999998,-76.955886435321574,38.965320852148359,12,Prince George's Plaza,Maryland,Prince George's County,"Green, Yellow",1993,Y,8029,https://www.wmata.com/rider-guide/stations/prince-georges-plz.cfm?y=35
734,1,0.387954453200507,734,734,B1309,MD2-.10 MI N OF MD263,Calvert County,4901549014.000000000000000,B1309_N,4,3367,69,173,52,AM,4468,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,225,,804,-76.607934099999994,38.586284040000002,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
735,1,0.195848652940576,735,735,B080099,WESTERN PKWY-.10 MI N OF MD228,Charles County,4723847237.000000000000000,B080099_N,2,573,27,31,3,AM,739,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,103,-76.916357450000007,38.631130100000000,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
736,1,0.423517659129429,736,736,B1736,MD234-.20 MI W OF ST MARYS CO/L,Charles County,4701047003.000000000000000,B1736_E,2,405,7,30,26,AM,588,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,56,,119,-76.849900809999994,38.408029110000001,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
737,1,0.121045083132370,737,737,B3223,MD214-.30 MI W OF US301,Prince George's County,2718527183.000000000000000,B3223_E,2,1473,30,77,34,AM,1842,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,111,,227,-76.723516919999994,38.899420280000001,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
738,1,0.015648106663143,738,738,B3234,MD295-.50 MI N OF US50,Prince George's County,2692526907.000000000000000,B3234_N,14,7389,82,87,14,AM,8638,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,101,,1053,-76.930689250000000,38.923570800000000,-76.916641910649275,38.916676199689199,19,Cheverly,Maryland,Prince George's County,Orange,1978,Y,8078,https://www.wmata.com/rider-guide/stations/cheverly.cfm?y=35
739,1,0.020113849236898,739,739,B160109,CRITTENDEN ST-.10 MI W OF US1,Prince George's County,2751226086.000000000000000,B160109_E,4,350,3,15,1,AM,441,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,16,,68,-76.945467800000003,38.948115649999998,-76.955886435321574,38.965320852148359,12,Prince George's Plaza,Maryland,Prince George's County,"Green, Yellow",1993,Y,8029,https://www.wmata.com/rider-guide/stations/prince-georges-plz.cfm?y=35
740,1,0.008980614853205,740,740,B3200,MD208-.10 MI S OF MD500,Prince George's County,2734626053.000000000000000,B3200_N,2,1428,18,45,3,AM,1864,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,48,,369,-76.960653980000004,38.955048679999997,-76.969634527745896,38.955083332010695,13,West Hyattsville,Maryland,Prince George's County,"Green, Yellow",1993,Y,8030,https://www.wmata.com/rider-guide/stations/west-hyattsville.cfm?y=35
741,1,0.287195600654815,741,741,B2512,US29-.80 MI S OF IS70,Howard County,4404144043.000000000000000,B2512_N,18,7288,98,527,120,AM,9275,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,647,,1224,-76.823863939999995,39.284790430000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
742,1,0.020891583586646,742,742,B2804,MD187-.15 MI S OF IS495,Montgomery County,2206922309.000000000000000,B2804_N,1,2567,46,89,8,AM,2863,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,97,,153,-77.117713249999994,39.013682619999997,-77.103831844064302,39.029295589747015,41,Grosvenor-Strathmore,Maryland,Montgomery County,Red,1984,Y,8005,https://www.wmata.com/rider-guide/stations/grosvenor.cfm?y=35
743,1,0.071279318214220,743,743,B160003,MUIRKIRK RD-.10 MI W OF ODELL RD,Prince George's County,2738526315.000000000000000,B160003_N,1,850,15,42,7,AM,1072,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,49,,158,-76.855640309999998,39.055844600000000,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
744,1,0.402401033197119,744,744,B1735,MD234-.10 MI E OF PENNS HILL RD,Charles County,4700847009.000000000000000,B1735_E,3,381,5,18,35,AM,557,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,53,,116,-76.927293579999997,38.419700059999997,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
745,1,0.378565474294947,745,745,B1979,MD144FA-.10 MI E OF EAST ST,Frederick County,4253842251.000000000000000,B1979_E,2,392,12,36,4,AM,565,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,120,-77.403347539999999,39.413700910000003,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
